Payment_ID,Order_ID,Payment_Code,Payment_Method,Total_Amount,Payment_Status
2292,OR3055,Cash & COD,Cash On Delivery,44954.46,Payment Pending
2293,OR3056,Cash & COD,Card On Delivery,71914.82,Cancelled
2294,OR3057,Cash & COD,Cash On Delivery,29767.70,Payment Pending
2295,OR3058,Card,Credit Card,78701.28,Refunded
2296,OR3059,Cash & COD,Cash On Delivery,12388.82,Payment Pending
2297,OR306,Cash & COD,Cash On Delivery,256281.72,Payment Pending
2298,OR3060,Cash & COD,Cash On Delivery,46605.28,Payment Pending
2299,OR3061,Mobile Wallets,Freecharge,168359.11,Paid
2300,OR3062,Card,Credit Card,10616.46,Paid
2301,OR3063,Banking,Net Banking,2594.82,Failed
2302,OR3064,Banking,IMPS,36246.06,Paid
2303,OR3065,Card,Credit Card,48468.50,Failed
2304,OR3066,Cash & COD,Cash On Delivery,2997.12,Payment Pending
2305,OR3067,Card,Credit Card,390.88,Paid
2306,OR3068,Mobile Wallets,MobiKwik,7976.62,Paid
2307,OR3069,Cash & COD,Cash On Delivery,32290.04,Payment Pending
2308,OR307,Mobile Wallets,Paytm Wallet,4901.30,Paid
2309,OR3070,Banking,UPI,588.82,Paid
2310,OR3071,Mobile Wallets,PhonePe Wallet,5711.20,Refunded
2311,OR3072,Card,Debit Card,50965.84,Paid
2312,OR3073,Cash & COD,Cash On Delivery,42456.40,Payment Pending
2313,OR3074,Cash & COD,Card On Delivery,6841.64,Payment Pending
2314,OR3075,Mobile Wallets,Freecharge,74672.08,Paid
2315,OR3076,Mobile Wallets,Paytm Wallet,212.40,Paid
2316,OR3077,Cash & COD,Cash On Delivery,41648.10,Payment Pending
2317,OR3078,Mobile Wallets,Amazon Pay,48537.33,Paid
2318,OR3079,Card,Prepaid Card,3183.64,Refunded
2319,OR308,Banking,IMPS,2948.82,Cancelled
2320,OR3080,Mobile Wallets,PhonePe Wallet,152216.46,Refunded
2321,OR3081,Card,Debit Card,120617.54,Paid
2322,OR3082,Mobile Wallets,Amazon Pay,1236.10,Paid
2323,OR3083,Mobile Wallets,Freecharge,1256.85,Paid
2324,OR3084,Mobile Wallets,Freecharge,19022.28,Paid
2325,OR3085,Banking,IMPS,46130.92,Failed
2326,OR3086,Mobile Wallets,Freecharge,5554.46,Failed
2327,OR3087,Mobile Wallets,Freecharge,68414.04,Cancelled
2328,OR3088,Banking,IMPS,40117.64,Paid
2329,OR3089,Banking,Net Banking,6841.64,Paid
2330,OR309,Card,Debit Card,6452.03,Refunded
2331,OR3090,Cash & COD,Cash On Delivery,3534.10,Payment Pending
2332,OR3091,Mobile Wallets,MobiKwik,9263.46,Paid
2333,OR3092,Banking,EMI Card,42469.38,Cancelled
2334,OR3093,Banking,Net Banking,7078.82,Paid
2335,OR3094,Mobile Wallets,MobiKwik,165840.50,Paid
2336,OR3095,Mobile Wallets,Paytm Wallet,9306.17,Refunded
2337,OR3096,Mobile Wallets,Freecharge,51981.36,Cancelled
2338,OR3097,Banking,EMI Card,312086.40,Paid
2339,OR3098,Banking,IMPS,1340.64,Paid
2340,OR3099,Card,Credit Card,43291.12,Refunded
2341,OR31,Banking,IMPS,362257.64,Cancelled
2342,OR310,Cash & COD,Cash On Delivery,4253.76,Payment Pending
2343,OR3100,Banking,Net Banking,36575.28,Paid
2344,OR3101,Card,Prepaid Card,1571.85,Refunded
2345,OR3102,Card,Debit Card,3851.94,Failed
2346,OR3103,Card,Credit Card,205635.66,Refunded
2347,OR3104,Mobile Wallets,PhonePe Wallet,3088.97,Cancelled
2348,OR3105,Card,Debit Card,13175.88,Paid
2349,OR3106,Cash & COD,Card On Delivery,36948.08,Payment Pending
2350,OR3107,Card,Credit Card,7738.25,Paid
2351,OR3108,Banking,EMI Card,469.64,Paid
2352,OR3109,Card,Debit Card,5897.64,Paid
2353,OR311,Mobile Wallets,PhonePe Wallet,366623.48,Paid
2354,OR3110,Banking,UPI,99561.32,Paid
2355,OR3111,Card,Credit Card,14763.52,Paid
2356,OR3112,Cash & COD,Cash On Delivery,12470.46,Refunded
2357,OR3113,Banking,IMPS,68108.40,Paid
2358,OR3114,Cash & COD,Card On Delivery,3538.82,Payment Pending
2359,OR3115,Banking,UPI,1969.03,Paid
2360,OR3116,Mobile Wallets,Freecharge,214130.00,Paid
2361,OR3117,Mobile Wallets,Paytm Wallet,22388.80,Paid
2362,OR3118,Banking,Net Banking,669.76,Paid
2363,OR3119,Mobile Wallets,Paytm Wallet,240825.54,Paid
2364,OR312,Cash & COD,Cash On Delivery,1414.82,Payment Pending
2365,OR3120,Cash & COD,Card On Delivery,10644.28,Partially Paid
2366,OR3121,Card,Prepaid Card,4106.82,Paid
2367,OR3122,Mobile Wallets,MobiKwik,3655.64,Paid
2368,OR3123,Cash & COD,Card On Delivery,13639.04,Partially Paid
2369,OR3124,Card,Prepaid Card,3969.40,Failed
2370,OR3125,Mobile Wallets,PhonePe Wallet,12091.46,Refunded
2371,OR3126,Mobile Wallets,Amazon Pay,46402.32,Failed
2372,OR3127,Mobile Wallets,MobiKwik,2066.28,Paid
2373,OR3128,Card,Debit Card,13740.61,Paid
2374,OR3129,Banking,Net Banking,29454.00,Paid
2375,OR313,Banking,Net Banking,228819.76,Paid
2376,OR3130,Banking,EMI Card,7668.82,Paid
2377,OR3131,Card,Debit Card,78016.52,Paid
2378,OR3132,Mobile Wallets,PhonePe Wallet,275450.35,Paid
2379,OR3133,Card,Debit Card,122087.94,Paid
2380,OR3134,Banking,Net Banking,352.82,Paid
2381,OR3135,Card,Debit Card,34601.28,Paid
2382,OR3136,Banking,UPI,19766.43,Failed
2383,OR3137,Banking,Net Banking,1154.04,Paid
2384,OR3138,Card,Debit Card,12729.47,Refunded
2385,OR3139,Banking,Net Banking,66559.28,Refunded
2386,OR314,Mobile Wallets,PhonePe Wallet,19317.01,Paid
2387,OR3140,Card,Prepaid Card,28071.82,Failed
2388,OR3141,Card,Credit Card,10487.43,Paid
2389,OR3142,Card,Prepaid Card,40716.04,Paid
2390,OR3143,Mobile Wallets,Paytm Wallet,10533.62,Paid
2391,OR3144,Banking,Net Banking,63610.63,Paid
2392,OR3145,Card,Credit Card,824.82,Paid
2393,OR3146,Card,Prepaid Card,48778.84,Paid
2394,OR3147,Banking,Net Banking,12100.22,Paid
2395,OR3148,Mobile Wallets,Freecharge,12670.28,Refunded
2396,OR3149,Mobile Wallets,Freecharge,2147.70,Paid
2397,OR315,Banking,Net Banking,308602.19,Cancelled
2398,OR3150,Mobile Wallets,Freecharge,97346.46,Paid
2399,OR3151,Mobile Wallets,Amazon Pay,106294.21,Paid
2400,OR3152,Card,Credit Card,208619.04,Paid
2401,OR3153,Card,Credit Card,3260.39,Paid
2402,OR3154,Card,Credit Card,3723.40,Paid
2403,OR3155,Mobile Wallets,PhonePe Wallet,35986.46,Paid
2404,OR3156,Card,Prepaid Card,5070.24,Refunded
2405,OR3157,Banking,Net Banking,58905.26,Paid
2406,OR3158,Card,Credit Card,32093.64,Refunded
2407,OR3159,Mobile Wallets,Freecharge,110918.82,Paid
2408,OR316,Mobile Wallets,PhonePe Wallet,16769.23,Paid
2409,OR3160,Mobile Wallets,Amazon Pay,8726.10,Paid
2410,OR3161,Banking,UPI,4181.28,Paid
2411,OR3162,Cash & COD,Card On Delivery,8138.46,Failed
2412,OR3163,Cash & COD,Cash On Delivery,12215.56,Partially Paid
2413,OR3164,Mobile Wallets,MobiKwik,9672.46,Cancelled
2414,OR3165,Mobile Wallets,Amazon Pay,18870.28,Paid
2415,OR3166,Mobile Wallets,Amazon Pay,1768.82,Refunded
2416,OR3167,Card,Debit Card,93217.64,Paid
2417,OR3168,Card,Prepaid Card,92814.19,Paid
2418,OR3169,Card,Credit Card,5126.24,Failed
2419,OR317,Card,Debit Card,1414.82,Refunded
2420,OR3170,Card,Debit Card,38904.60,Failed
2421,OR3171,Card,Debit Card,118241.42,Cancelled
2422,OR3172,Card,Debit Card,917784.46,Cancelled
2423,OR3173,Banking,IMPS,25894.47,Paid
2424,OR3174,Mobile Wallets,PhonePe Wallet,13550.52,Paid
2425,OR3175,Banking,EMI Card,2934.54,Paid
2426,OR3176,Banking,IMPS,5675.26,Refunded
2427,OR3177,Cash & COD,Cash On Delivery,141620.60,Payment Pending
2428,OR3178,Mobile Wallets,Amazon Pay,2591.70,Paid
2429,OR3179,Cash & COD,Card On Delivery,156.80,Unpaid
2430,OR318,Mobile Wallets,Amazon Pay,7494.18,Failed
2431,OR3180,Card,Prepaid Card,5541.28,Paid
2432,OR3181,Banking,IMPS,8488.92,Paid
2433,OR3182,Mobile Wallets,MobiKwik,141403.50,Paid
2434,OR3183,Banking,Net Banking,25218.49,Refunded
2435,OR3184,Card,Debit Card,6132.46,Paid
2436,OR3185,Card,Credit Card,76794.30,Cancelled
2437,OR3186,Card,Debit Card,471.45,Paid
2438,OR3187,Banking,IMPS,4447.10,Paid
2439,OR3188,Cash & COD,Card On Delivery,45307.92,Refunded
2440,OR3189,Mobile Wallets,Freecharge,5189.64,Refunded
2441,OR319,Banking,Net Banking,319767.02,Paid
2442,OR3190,Banking,UPI,13506.74,Refunded
2443,OR3191,Mobile Wallets,Amazon Pay,343.35,Paid
2444,OR3192,Mobile Wallets,Paytm Wallet,509.64,Paid
2445,OR3193,Banking,Net Banking,30380.01,Cancelled
2446,OR3194,Card,Debit Card,25838.46,Refunded
2447,OR3195,Card,Prepaid Card,82562.24,Paid
2448,OR3196,Mobile Wallets,MobiKwik,3736.46,Paid
2449,OR3197,Card,Prepaid Card,4244.46,Paid
2450,OR3198,Cash & COD,Card On Delivery,23518.88,Payment Pending
2451,OR3199,Mobile Wallets,MobiKwik,9315.55,Cancelled
2452,OR32,Banking,IMPS,4244.46,Paid
2453,OR320,Card,Credit Card,39611.70,Paid
2454,OR3200,Mobile Wallets,PhonePe Wallet,13397.16,Refunded
2455,OR3201,Cash & COD,Cash On Delivery,1047.90,Payment Pending
2456,OR3202,Cash & COD,Card On Delivery,7347.90,Payment Pending
2457,OR3203,Banking,EMI Card,10336.49,Paid
2458,OR3204,Banking,IMPS,493231.74,Cancelled
2459,OR3205,Banking,EMI Card,49105.70,Paid
2460,OR3206,Card,Prepaid Card,588.82,Paid
2461,OR3207,Mobile Wallets,Freecharge,36002.12,Refunded
2462,OR3208,Banking,EMI Card,9046.60,Paid
2463,OR3209,Banking,UPI,542.80,Paid
2464,OR321,Mobile Wallets,Amazon Pay,10882.92,Paid
2465,OR3210,Cash & COD,Cash On Delivery,1649.64,Payment Pending
2466,OR3211,Mobile Wallets,MobiKwik,1841.58,Paid
2467,OR3212,Mobile Wallets,Paytm Wallet,7948.76,Paid
2468,OR3213,Card,Debit Card,7078.82,Paid
2469,OR3214,Banking,UPI,2948.82,Paid
2470,OR3215,Mobile Wallets,MobiKwik,4721.85,Failed
2471,OR3216,Card,Prepaid Card,5019.10,Paid
2472,OR3217,Banking,Net Banking,615558.08,Refunded
2473,OR3218,Mobile Wallets,Amazon Pay,2319.40,Paid
2474,OR3219,Card,Debit Card,41984.95,Refunded
2475,OR322,Cash & COD,Cash On Delivery,8316.96,Payment Pending
2476,OR3220,Mobile Wallets,PhonePe Wallet,74935.50,Paid
2477,OR3221,Banking,Net Banking,55777.42,Refunded
2478,OR3222,Mobile Wallets,Paytm Wallet,670.88,Refunded
2479,OR3223,Mobile Wallets,Amazon Pay,54039.18,Paid
2480,OR3224,Banking,EMI Card,10084.58,Paid
2481,OR3225,Card,Prepaid Card,41041.28,Paid
2482,OR3226,Card,Prepaid Card,124788.10,Paid
2483,OR3227,Mobile Wallets,PhonePe Wallet,49572.52,Paid
2484,OR3228,Mobile Wallets,PhonePe Wallet,19487.34,Paid
2485,OR3229,Mobile Wallets,Paytm Wallet,4028.64,Paid
2486,OR323,Cash & COD,Cash On Delivery,57116.07,Payment Pending
2487,OR3230,Mobile Wallets,PhonePe Wallet,352.82,Paid
2488,OR3231,Banking,EMI Card,41298.82,Failed
2489,OR3232,Banking,IMPS,4614.61,Paid
2490,OR3233,Banking,IMPS,7388.64,Paid
2491,OR3234,Mobile Wallets,Freecharge,2240.82,Paid
2492,OR3235,Banking,IMPS,11206.46,Paid
2493,OR3236,Mobile Wallets,Paytm Wallet,17054.18,Refunded
2494,OR3237,Mobile Wallets,Amazon Pay,51109.46,Paid
2495,OR3238,Cash & COD,Card On Delivery,12267.28,Payment Pending
2496,OR3239,Banking,EMI Card,628.95,Paid
2497,OR324,Cash & COD,Card On Delivery,95108.12,Payment Pending
2498,OR3240,Banking,Net Banking,14124.60,Cancelled
2499,OR3241,Mobile Wallets,MobiKwik,20598.97,Paid
2500,OR3242,Banking,UPI,159296.46,Paid
2501,OR3243,Mobile Wallets,MobiKwik,9530.52,Paid
2502,OR3244,Cash & COD,Card On Delivery,18986.50,Refunded
2503,OR3245,Mobile Wallets,Freecharge,221598.10,Paid
2504,OR3246,Mobile Wallets,MobiKwik,1072.96,Paid
2505,OR3247,Card,Prepaid Card,116001.06,Cancelled
2506,OR3248,Banking,EMI Card,7389.76,Paid
2507,OR3249,Mobile Wallets,Amazon Pay,59348.10,Paid
2508,OR325,Mobile Wallets,PhonePe Wallet,65279.80,Failed
2509,OR3250,Banking,Net Banking,19751.28,Paid
2510,OR3251,Card,Prepaid Card,130.00,Refunded
2511,OR3252,Banking,EMI Card,5426.82,Refunded
2512,OR3253,Card,Debit Card,39054.46,Paid
2513,OR3254,Cash & COD,Cash On Delivery,53100.00,Partially Paid
2514,OR3255,Mobile Wallets,Amazon Pay,781.76,Paid
2515,OR3256,Mobile Wallets,MobiKwik,6605.64,Paid
2516,OR3257,Mobile Wallets,Freecharge,78156.96,Cancelled
2517,OR3258,Cash & COD,Card On Delivery,34168.16,Failed
2518,OR3259,Banking,Net Banking,1340.64,Failed
2519,OR326,Mobile Wallets,Amazon Pay,131174.52,Refunded
2520,OR3260,Card,Credit Card,370.00,Paid
2521,OR3261,Card,Credit Card,37837.30,Paid
2522,OR3262,Mobile Wallets,PhonePe Wallet,40872.76,Paid
2523,OR3263,Banking,IMPS,20764.46,Cancelled
2524,OR3264,Banking,UPI,3183.64,Paid
2525,OR3265,Mobile Wallets,Paytm Wallet,7240.52,Paid
2526,OR3266,Cash & COD,Card On Delivery,90675.08,Payment Pending
2527,OR3267,Mobile Wallets,MobiKwik,31265.28,Paid
2528,OR3268,Mobile Wallets,PhonePe Wallet,10076.64,Paid
2529,OR3269,Card,Credit Card,3020.64,Refunded
2530,OR327,Banking,IMPS,1388.31,Refunded
2531,OR3270,Mobile Wallets,Paytm Wallet,152.22,Paid
2532,OR3271,Banking,UPI,36006.22,Paid
2533,OR3272,Mobile Wallets,Freecharge,273990.10,Paid
2534,OR3273,Banking,Net Banking,6756.52,Paid
2535,OR3274,Banking,UPI,22417.64,Paid
2536,OR3275,Card,Debit Card,136477.70,Failed
2537,OR3276,Mobile Wallets,Paytm Wallet,11143.28,Paid
2538,OR3277,Mobile Wallets,Paytm Wallet,73157.64,Paid
2539,OR3278,Card,Credit Card,4323.94,Paid
2540,OR3279,Mobile Wallets,MobiKwik,65083.56,Paid
2541,OR328,Banking,EMI Card,14763.86,Paid
2542,OR3280,Mobile Wallets,Amazon Pay,3932.79,Paid
2543,OR3281,Banking,Net Banking,11678.46,Paid
2544,OR3282,Cash & COD,Card On Delivery,122550.43,Refunded
2545,OR3283,Mobile Wallets,Paytm Wallet,177.45,Paid
2546,OR3284,Card,Debit Card,9536.22,Paid
2547,OR3285,Mobile Wallets,Paytm Wallet,3087.94,Paid
2548,OR3286,Mobile Wallets,Freecharge,100494.28,Paid
2549,OR3287,Card,Prepaid Card,14705.55,Paid
2550,OR3288,Card,Debit Card,84541.10,Paid
2551,OR3289,Banking,EMI Card,66248.39,Paid
2552,OR329,Mobile Wallets,Freecharge,2685.76,Failed
2553,OR3290,Banking,IMPS,4626.52,Refunded
2554,OR3291,Banking,EMI Card,77403.28,Paid
2555,OR3292,Card,Debit Card,2223.12,Paid
2556,OR3293,Banking,Net Banking,16137.00,Paid
2557,OR3294,Card,Prepaid Card,40396.52,Refunded
2558,OR3295,Banking,EMI Card,2765.42,Cancelled
2559,OR3296,Banking,IMPS,170333.59,Paid
2560,OR3297,Banking,EMI Card,460.20,Paid
2561,OR3298,Banking,Net Banking,9941.64,Paid
2562,OR3299,Card,Prepaid Card,4954.82,Cancelled
2563,OR33,Card,Credit Card,2712.82,Failed
2564,OR330,Card,Prepaid Card,27734.92,Paid
2565,OR3300,Card,Credit Card,59671.42,Paid
2566,OR3301,Card,Debit Card,14751.35,Paid
2567,OR3302,Mobile Wallets,Paytm Wallet,59653.92,Paid
2568,OR3303,Mobile Wallets,Paytm Wallet,588.82,Paid
2569,OR3304,Banking,IMPS,239749.86,Paid
2570,OR3305,Mobile Wallets,Freecharge,94801.20,Cancelled
2571,OR3306,Banking,Net Banking,5189.64,Paid
2572,OR3307,Mobile Wallets,MobiKwik,1797.67,Cancelled
2573,OR3308,Card,Prepaid Card,29011.56,Paid
2574,OR3309,Cash & COD,Card On Delivery,4029.76,Payment Pending
2575,OR331,Banking,UPI,14713.28,Paid
2576,OR3310,Mobile Wallets,MobiKwik,35987.64,Failed
2577,OR3311,Banking,Net Banking,4422.64,Cancelled
2578,OR3312,Mobile Wallets,MobiKwik,40626.44,Paid
2579,OR3313,Mobile Wallets,Amazon Pay,69666.82,Paid
2580,OR3314,Cash & COD,Card On Delivery,24435.54,Payment Pending
2581,OR3315,Cash & COD,Card On Delivery,1584.46,Partially Paid
2582,OR3316,Card,Prepaid Card,1752.36,Paid
2583,OR3317,Card,Debit Card,31556.74,Paid
2584,OR3318,Mobile Wallets,PhonePe Wallet,68668.92,Paid
2585,OR3319,Card,Prepaid Card,2674.35,Cancelled
2586,OR332,Mobile Wallets,Amazon Pay,6631.70,Paid
2587,OR3320,Banking,EMI Card,11676.10,Paid
2588,OR3321,Banking,UPI,6716.64,Paid
2589,OR3322,Banking,IMPS,138970.98,Paid
2590,OR3323,Banking,IMPS,15337.64,Paid
2591,OR3324,Banking,Net Banking,1489.70,Paid
2592,OR3325,Mobile Wallets,Freecharge,26663.28,Paid
2593,OR3326,Mobile Wallets,Amazon Pay,321309.61,Paid
2594,OR3327,Card,Prepaid Card,28.00,Failed
2595,OR3328,Mobile Wallets,Freecharge,15449.28,Paid
2596,OR3329,Card,Prepaid Card,36780.34,Paid
2597,OR333,Banking,UPI,12732.83,Paid
2598,OR3330,Mobile Wallets,MobiKwik,8257.64,Paid
2599,OR3331,Banking,Net Banking,17857.74,Paid
2600,OR3332,Cash & COD,Card On Delivery,3182.46,Payment Pending
2601,OR3333,Card,Debit Card,4419.10,Paid
2602,OR3334,Banking,Net Banking,116357.00,Paid
2603,OR3335,Mobile Wallets,PhonePe Wallet,422.44,Paid
2604,OR3336,Banking,UPI,2704.73,Cancelled
2605,OR3337,Cash & COD,Cash On Delivery,10395.26,Payment Pending
2606,OR3338,Banking,UPI,222.88,Failed
2607,OR3339,Cash & COD,Card On Delivery,3580.64,Refunded
2608,OR334,Mobile Wallets,Freecharge,27188.31,Paid
2609,OR3340,Card,Prepaid Card,15509.26,Cancelled
2610,OR3341,Banking,Net Banking,2461.76,Paid
2611,OR3342,Mobile Wallets,MobiKwik,2522.66,Paid
2612,OR3343,Card,Credit Card,19652.29,Paid
2613,OR3344,Mobile Wallets,Freecharge,7611.00,Paid
2614,OR3345,Card,Credit Card,1206.24,Failed
2615,OR3346,Banking,UPI,942.82,Refunded
2616,OR3347,Mobile Wallets,Amazon Pay,201.60,Paid
2617,OR3348,Card,Credit Card,34218.82,Paid
2618,OR3349,Banking,Net Banking,13270.28,Paid
2619,OR335,Mobile Wallets,PhonePe Wallet,781.76,Paid
2620,OR3350,Card,Prepaid Card,54836.56,Paid
2621,OR3351,Banking,IMPS,132160.00,Refunded
2622,OR3352,Banking,IMPS,55253.49,Cancelled
2623,OR3353,Mobile Wallets,MobiKwik,9266.91,Paid
2624,OR3354,Mobile Wallets,MobiKwik,885.00,Paid
2625,OR3355,Mobile Wallets,Amazon Pay,1885.64,Paid
2626,OR3356,Card,Credit Card,44728.62,Failed
2627,OR3357,Card,Credit Card,7668.82,Paid
2628,OR3358,Banking,UPI,13416.60,Cancelled
2629,OR3359,Cash & COD,Card On Delivery,3733.97,Payment Pending
2630,OR336,Card,Prepaid Card,24302.10,Paid
2631,OR3360,Cash & COD,Card On Delivery,50468.97,Payment Pending
2632,OR3361,Banking,Net Banking,8415.40,Paid
2633,OR3362,Mobile Wallets,Freecharge,3462.28,Paid
2634,OR3363,Cash & COD,Cash On Delivery,2500.14,Payment Pending
2635,OR3364,Banking,UPI,529.82,Refunded
2636,OR3365,Mobile Wallets,MobiKwik,138056.46,Cancelled
2637,OR3366,Mobile Wallets,MobiKwik,1678.88,Refunded
2638,OR3367,Cash & COD,Cash On Delivery,9749.60,Payment Pending
2639,OR3368,Card,Credit Card,171233.10,Cancelled
2640,OR3369,Card,Debit Card,2004.82,Failed
2641,OR337,Mobile Wallets,MobiKwik,124583.70,Cancelled
2642,OR3370,Cash & COD,Card On Delivery,1177.64,Payment Pending
2643,OR3371,Banking,UPI,26986.72,Refunded
2644,OR3372,Card,Debit Card,2956.39,Paid
2645,OR3373,Banking,UPI,4991.40,Cancelled
2646,OR3374,Banking,UPI,35634.82,Paid
2647,OR3375,Card,Prepaid Card,2462.88,Paid
2648,OR3376,Mobile Wallets,Freecharge,2475.64,Paid
2649,OR3377,Cash & COD,Cash On Delivery,1532.82,Failed
2650,OR3378,Mobile Wallets,PhonePe Wallet,352.82,Paid
2651,OR3379,Card,Debit Card,2348.20,Paid
2652,OR338,Card,Credit Card,470.82,Paid
2653,OR3380,Banking,Net Banking,42476.46,Paid
2654,OR3381,Mobile Wallets,Paytm Wallet,12520.05,Failed
2655,OR3382,Banking,UPI,9790.46,Paid
2656,OR3383,Card,Debit Card,27594.28,Refunded
2657,OR3384,Mobile Wallets,Freecharge,1177.64,Refunded
2658,OR3385,Banking,EMI Card,178486.75,Paid
2659,OR3386,Mobile Wallets,Freecharge,485980.36,Paid
2660,OR3387,Mobile Wallets,PhonePe Wallet,20548.82,Paid
2661,OR3388,Card,Debit Card,102644.66,Paid
2662,OR3389,Banking,EMI Card,8649.70,Paid
2663,OR339,Card,Debit Card,152896.10,Paid
2664,OR3390,Card,Debit Card,4598.12,Paid
2665,OR3391,Mobile Wallets,Freecharge,4925.76,Refunded
2666,OR3392,Mobile Wallets,Freecharge,46608.82,Paid
2667,OR3393,Card,Prepaid Card,5001.14,Refunded
2668,OR3394,Card,Prepaid Card,151779.68,Paid
2669,OR3395,Card,Prepaid Card,39350.46,Cancelled
2670,OR3396,Mobile Wallets,PhonePe Wallet,165015.68,Paid
2671,OR3397,Banking,EMI Card,1532.82,Paid
2672,OR3398,Banking,Net Banking,9019.28,Paid
2673,OR3399,Card,Credit Card,120696.12,Refunded
2674,OR34,Banking,EMI Card,46765.10,Paid
2675,OR340,Banking,IMPS,1660.33,Paid
2676,OR3400,Banking,EMI Card,25639.17,Failed
2677,OR3401,Card,Debit Card,4245.64,Cancelled
2678,OR3402,Mobile Wallets,Freecharge,502.88,Paid
2679,OR3403,Card,Credit Card,20758.56,Paid
2680,OR3404,Banking,Net Banking,7825.94,Paid
2681,OR3405,Mobile Wallets,PhonePe Wallet,50334.72,Paid
2682,OR3406,Card,Prepaid Card,2829.64,Paid
2683,OR3407,Card,Prepaid Card,12619.84,Paid
2684,OR3408,Cash & COD,Cash On Delivery,219608.26,Partially Paid
2685,OR3409,Banking,UPI,168706.44,Paid
2686,OR341,Card,Prepaid Card,87847.60,Failed
2687,OR3410,Mobile Wallets,Paytm Wallet,1243.20,Failed
2688,OR3411,Banking,UPI,123267.84,Paid
2689,OR3412,Banking,IMPS,69969.28,Paid
2690,OR3413,Mobile Wallets,Paytm Wallet,301600.45,Cancelled
2691,OR3414,Mobile Wallets,Paytm Wallet,87505.34,Paid
2692,OR3415,Mobile Wallets,Paytm Wallet,4835.64,Failed
2693,OR3416,Banking,IMPS,705.64,Paid
2694,OR3417,Mobile Wallets,Amazon Pay,126057.06,Paid
2695,OR3418,Mobile Wallets,Freecharge,816496.60,Refunded
2696,OR3419,Card,Credit Card,823.64,Paid
2697,OR342,Card,Debit Card,352.82,Refunded
2698,OR3420,Banking,UPI,9770.07,Paid
2699,OR3421,Card,Prepaid Card,28787.20,Refunded
2700,OR3422,Banking,IMPS,168.00,Refunded
2701,OR3423,Banking,IMPS,11084.64,Paid
2702,OR3424,Cash & COD,Card On Delivery,73154.10,Unpaid
2703,OR3425,Cash & COD,Card On Delivery,3188.70,Payment Pending
2704,OR3426,Cash & COD,Cash On Delivery,1649.64,Refunded
2705,OR3427,Mobile Wallets,MobiKwik,72446.10,Refunded
2706,OR3428,Mobile Wallets,Paytm Wallet,558.88,Paid
2707,OR3429,Card,Debit Card,3852.49,Cancelled
2708,OR343,Card,Credit Card,15194.78,Paid
2709,OR3430,Banking,Net Banking,85665.54,Paid
2710,OR3431,Banking,UPI,5265.28,Paid
2711,OR3432,Mobile Wallets,Amazon Pay,156688.00,Paid
2712,OR3433,Mobile Wallets,PhonePe Wallet,279660.00,Refunded
2713,OR3434,Mobile Wallets,Freecharge,160239.28,Refunded
2714,OR3435,Cash & COD,Cash On Delivery,32126.57,Unpaid
2715,OR3436,Banking,UPI,196298.31,Cancelled
2716,OR3437,Mobile Wallets,Amazon Pay,14075.84,Paid
2717,OR3438,Card,Prepaid Card,110.88,Paid
2718,OR3439,Banking,UPI,23451.00,Paid
2719,OR344,Card,Credit Card,6961.31,Paid
2720,OR3440,Mobile Wallets,Amazon Pay,78288.00,Paid
2721,OR3441,Mobile Wallets,PhonePe Wallet,2462.88,Paid
2722,OR3442,Card,Prepaid Card,18520.10,Paid
2723,OR3443,Mobile Wallets,Freecharge,1800.82,Failed
2724,OR3444,Mobile Wallets,Freecharge,881.46,Paid
2725,OR3445,Mobile Wallets,Paytm Wallet,66080.00,Paid
2726,OR3446,Banking,IMPS,3603.97,Paid
2727,OR3447,Cash & COD,Card On Delivery,319.20,Payment Pending
2728,OR3448,Mobile Wallets,Amazon Pay,6717.74,Paid
2729,OR3449,Card,Debit Card,10241.28,Paid
2730,OR345,Banking,EMI Card,23006.46,Paid
2731,OR3450,Cash & COD,Card On Delivery,89792.64,Payment Pending
2732,OR3451,Mobile Wallets,Paytm Wallet,9505.84,Refunded
2733,OR3452,Mobile Wallets,Amazon Pay,166582.92,Paid
2734,OR3453,Card,Credit Card,155907.03,Refunded
2735,OR3454,Mobile Wallets,Freecharge,2948.82,Paid
2736,OR3455,Banking,Net Banking,39712.18,Paid
2737,OR3456,Mobile Wallets,Freecharge,2237.76,Failed
2738,OR3457,Card,Debit Card,25600.10,Paid
2739,OR3458,Mobile Wallets,Amazon Pay,13771.12,Paid
2740,OR3459,Mobile Wallets,MobiKwik,11140.52,Paid
2741,OR346,Cash & COD,Cash On Delivery,139686.81,Payment Pending
2742,OR3460,Mobile Wallets,Amazon Pay,14361.07,Paid
2743,OR3461,Banking,EMI Card,11012.36,Paid
2744,OR3462,Banking,EMI Card,53096.46,Paid
2745,OR3463,Banking,Net Banking,1975.32,Paid
2746,OR3464,Card,Credit Card,13667.58,Paid
2747,OR3465,Banking,EMI Card,102660.00,Paid
2748,OR3466,Banking,Net Banking,1578.84,Failed
2749,OR3467,Mobile Wallets,Freecharge,551.25,Paid
2750,OR3468,Cash & COD,Card On Delivery,6747.34,Payment Pending
2751,OR3469,Banking,EMI Card,13355.09,Cancelled
2752,OR347,Mobile Wallets,Amazon Pay,378537.60,Failed
2753,OR3470,Cash & COD,Card On Delivery,4923.52,Failed
2754,OR3471,Mobile Wallets,Amazon Pay,155618.90,Paid
