Order_ID,Customer_ID,Order_Date,Order_Total,Order_Status
OR3218,C0915,2023/08/30,2319.40,Delivered
OR3219,C0104,2024/06/24,41984.95,Return
OR322,C0441,2024/04/10,8316.96,Shipped
OR3220,C1967,2024/09/13,74935.50,Partially Shipped
OR3221,C1904,2024/10/11,55777.42,Return
OR3222,C0799,2022/04/09,670.88,Refunded
OR3223,C0323,2023/08/18,54039.18,Out for Delivery
OR3224,C0963,2022/08/03,10084.58,Processing
OR3225,C0515,2022/01/31,41041.28,Pending
OR3226,C0388,2022/05/07,124788.10,Pending
OR3227,C0802,2023/04/08,49572.52,Pending
OR3228,C0224,2022/03/05,19487.34,Pending
OR3229,C0197,2022/09/02,4028.64,Return
OR323,C1021,2022/10/03,57116.07,Processing
OR3230,C1828,2022/09/13,352.82,Partially Shipped
OR3231,C0307,2022/12/16,41298.82,Failed
OR3232,C0336,2023/10/11,4614.61,Shipped
OR3233,C1519,2022/05/12,7388.64,Return
OR3234,C0222,2024/01/26,2240.82,Partially Shipped
OR3235,C0444,2022/09/20,11206.46,Partially Delivered
OR3236,C0327,2022/02/19,17054.18,Refunded
OR3237,C0148,2024/11/29,51109.46,Partially Delivered
OR3238,C0584,2022/06/15,12267.28,Out for Delivery
OR3239,C0681,2024/06/06,628.95,Shipped
OR324,C1865,2025/01/28,95108.12,Partially Shipped
OR3240,C0468,2023/09/19,14124.60,Cancelled
OR3241,C1654,2024/03/06,20598.97,Processing
OR3242,C0155,2024/09/03,159296.46,Partially Delivered
OR3243,C0704,2023/01/25,9530.52,On Hold
OR3244,C1094,2025/01/15,18986.50,Refunded
OR3245,C1808,2024/02/22,221598.10,Processing
OR3246,C0590,2024/09/03,1072.96,Pending
OR3247,C0232,2022/07/30,116001.06,Cancelled
OR3248,C0099,2025/06/14,7389.76,Partially Delivered
OR3249,C0950,2025/01/03,59348.10,Shipped
OR325,C0306,2022/07/10,65279.80,Failed
OR3250,C0969,2022/07/27,19751.28,Delivered
OR3251,C0609,2025/03/30,130.00,Return
OR3252,C0106,2023/09/23,5426.82,Refunded
OR3253,C1654,2023/01/04,39054.46,Out for Delivery
OR3254,C1518,2023/07/21,53100.00,Partially Delivered
OR3255,C0688,2022/08/27,781.76,On Hold
OR3256,C1463,2022/05/13,6605.64,Delivered
OR3257,C0645,2024/08/28,78156.96,Cancelled
OR3258,C0489,2024/06/02,34168.16,Failed
OR3259,C0706,2024/01/19,1340.64,Failed
OR326,C1538,2023/05/04,131174.52,Refunded
OR3260,C0001,2023/09/26,370.00,Processing
OR3261,C0374,2024/09/29,37837.30,Partially Shipped
OR3262,C0534,2024/04/24,40872.76,Pending
OR3263,C0157,2025/06/10,20764.46,Cancelled
OR3264,C1767,2024/11/10,3183.64,Out for Delivery
OR3265,C1757,2024/11/18,7240.52,Processing
OR3266,C0863,2024/11/02,90675.08,Delivered
OR3267,C0892,2022/11/05,31265.28,Delivered
OR3268,C0227,2022/12/07,10076.64,Shipped
OR3269,C1753,2025/02/25,3020.64,Refunded
OR327,C1948,2025/06/03,1388.31,Return
OR3270,C1770,2023/02/07,152.22,Partially Shipped
OR3271,C0246,2024/07/02,36006.22,On Hold
OR3272,C1239,2024/02/18,273990.10,Return
OR3273,C0334,2023/11/24,6756.52,Pending
OR3274,C1304,2024/10/28,22417.64,Processing
OR3275,C0448,2023/01/29,136477.70,Failed
OR3276,C0963,2022/01/10,11143.28,Pending
OR3277,C1035,2025/01/08,73157.64,Partially Delivered
OR3278,C0443,2025/05/07,4323.94,Return
OR3279,C1528,2024/12/02,65083.56,Confirmed 
OR328,C0662,2023/08/21,14763.86,Processing
OR3280,C1902,2024/10/15,3932.79,Partially Shipped
OR3281,C0517,2023/01/05,11678.46,Shipped
OR3282,C0434,2025/04/25,122550.43,Refunded
OR3283,C0939,2022/05/25,177.45,Partially Delivered
OR3284,C1843,2022/11/01,9536.22,Partially Delivered
OR3285,C0284,2025/04/15,3087.94,Partially Shipped
OR3286,C0029,2023/07/06,100494.28,Delivered
OR3287,C0250,2024/03/14,14705.55,Out for Delivery
OR3288,C0691,2023/04/12,84541.10,Partially Delivered
OR3289,C0660,2024/10/25,66248.39,Shipped
OR329,C0034,2023/01/26,2685.76,Failed
OR3290,C0605,2022/09/05,4626.52,Refunded
OR3291,C0268,2024/08/22,77403.28,Processing
OR3292,C1133,2024/04/18,2223.12,Partially Shipped
OR3293,C0719,2024/05/27,16137.00,Partially Shipped
OR3294,C0080,2022/04/26,40396.52,Refunded
OR3295,C0390,2023/04/18,2765.42,Cancelled
OR3296,C0716,2025/04/08,170333.59,Delivered
OR3297,C0315,2022/02/17,460.20,Processing
OR3298,C1805,2025/06/26,9941.64,Delivered
OR3299,C0509,2022/10/21,4954.82,Cancelled
OR33,C0362,2022/12/15,2712.82,Failed
OR330,C0333,2022/06/27,27734.92,Out for Delivery
OR3300,C0010,2025/05/10,59671.42,Pending
OR3301,C0399,2022/08/26,14751.35,Pending
OR3302,C0010,2023/02/24,59653.92,Shipped
OR3303,C1734,2025/06/21,588.82,Confirmed 
OR3304,C1397,2023/10/26,239749.86,Pending
OR3305,C0226,2025/01/04,94801.20,Cancelled
OR3306,C1772,2023/05/03,5189.64,Processing
OR3307,C0338,2023/01/12,1797.67,Cancelled
OR3308,C0594,2023/01/20,29011.56,Confirmed 
OR3309,C0491,2024/02/14,4029.76,Processing
OR331,C0248,2024/12/09,14713.28,Return
OR3310,C1767,2022/11/30,35987.64,Failed
OR3311,C0130,2024/06/01,4422.64,Cancelled
OR3312,C0632,2023/07/09,40626.44,Partially Shipped
OR3313,C0611,2024/07/13,69666.82,Shipped
OR3314,C0555,2024/12/31,24435.54,Pending
OR3315,C1273,2023/12/11,1584.46,Partially Delivered
OR3316,C0836,2024/04/28,1752.36,Confirmed 
OR3317,C1125,2024/12/21,31556.74,On Hold
OR3318,C0742,2025/02/01,68668.92,Delivered
OR3319,C0397,2022/08/19,2674.35,Cancelled
OR332,C0666,2022/06/04,6631.70,Processing
OR3320,C1237,2022/05/29,11676.10,On Hold
OR3321,C0254,2022/05/07,6716.64,Confirmed 
OR3322,C0181,2022/02/06,138970.98,Partially Shipped
OR3323,C0090,2022/03/17,15337.64,Out for Delivery
OR3324,C0598,2024/01/13,1489.70,Processing
OR3325,C0421,2022/11/23,26663.28,Out for Delivery
OR3326,C0342,2023/11/01,321309.61,Out for Delivery
OR3327,C0389,2022/08/29,28.00,Failed
OR3328,C0579,2024/02/22,15449.28,Partially Shipped
OR3329,C0672,2023/09/13,36780.34,Partially Delivered
OR333,C0727,2023/05/10,12732.83,On Hold
OR3330,C0202,2024/05/06,8257.64,Confirmed 
OR3331,C1566,2024/09/14,17857.74,Processing
OR3332,C0692,2023/10/15,3182.46,Shipped
OR3333,C1819,2024/03/27,4419.10,Confirmed 
OR3334,C1287,2025/03/20,116357.00,Shipped
OR3335,C0429,2024/11/21,422.44,Partially Shipped
OR3336,C0035,2024/12/31,2704.73,Cancelled
OR3337,C0702,2025/03/10,10395.26,Partially Shipped
OR3338,C0082,2023/02/03,222.88,Failed
OR3339,C0942,2023/12/30,3580.64,Refunded
OR334,C0349,2024/06/21,27188.31,Pending
OR3340,C0431,2023/01/23,15509.26,Cancelled
OR3341,C1710,2024/03/22,2461.76,On Hold
OR3342,C0687,2022/06/15,2522.66,Delivered
OR3343,C1961,2024/06/05,19652.29,Out for Delivery
OR3344,C0153,2024/11/12,7611.00,Delivered
OR3345,C1063,2023/11/14,1206.24,Failed
OR3346,C0258,2024/04/25,942.82,Refunded
OR3347,C0765,2023/08/30,201.60,Processing
OR3348,C1854,2022/06/18,34218.82,Partially Delivered
OR3349,C0912,2025/02/28,13270.28,Pending
OR335,C1735,2023/11/21,781.76,Confirmed 
OR3350,C1738,2025/04/08,54836.56,Processing
OR3351,C1257,2022/03/18,132160.00,Refunded
OR3352,C0918,2025/02/25,55253.49,Cancelled
OR3353,C0539,2022/06/09,9266.91,On Hold
OR3354,C0431,2023/07/08,885.00,Shipped
OR3355,C1778,2025/03/31,1885.64,Delivered
OR3356,C0937,2023/09/22,44728.62,Failed
OR3357,C0339,2022/07/11,7668.82,Partially Shipped
OR3358,C0178,2024/01/15,13416.60,Cancelled
OR3359,C0083,2023/08/11,3733.97,Delivered
OR336,C0219,2022/01/19,24302.10,Processing
OR3360,C1724,2023/04/12,50468.97,Pending
OR3361,C0137,2025/04/02,8415.40,Partially Delivered
OR3362,C0843,2023/02/21,3462.28,Out for Delivery
OR3363,C1054,2024/08/23,2500.14,Processing
OR3364,C0606,2025/01/01,529.82,Refunded
OR3365,C0823,2024/06/12,138056.46,Cancelled
OR3366,C0555,2025/03/24,1678.88,Refunded
OR3367,C0436,2024/10/01,9749.60,Out for Delivery
OR3368,C1905,2022/01/11,171233.10,Cancelled
OR3369,C0187,2022/01/21,2004.82,Failed
OR337,C0103,2023/05/30,124583.70,Cancelled
OR3370,C0508,2025/04/25,1177.64,Shipped
OR3371,C0513,2023/08/27,26986.72,Refunded
OR3372,C0187,2024/11/05,2956.39,On Hold
OR3373,C0478,2022/07/29,4991.40,Cancelled
OR3374,C0025,2022/02/11,35634.82,On Hold
OR3375,C0792,2025/02/22,2462.88,Confirmed 
OR3376,C0508,2023/02/25,2475.64,Partially Shipped
OR3377,C0315,2025/06/14,1532.82,Failed
OR3378,C0616,2024/03/06,352.82,Partially Delivered
OR3379,C1880,2022/02/06,2348.20,On Hold
OR338,C1548,2025/05/23,470.82,Out for Delivery
OR3380,C0493,2023/08/01,42476.46,Delivered
OR3381,C0596,2024/01/12,12520.05,Failed
OR3382,C0760,2022/07/03,9790.46,Processing
OR3383,C0181,2023/10/28,27594.28,Refunded
OR3384,C0402,2024/01/09,1177.64,Return
OR3385,C1623,2023/05/10,178486.75,Delivered
OR3386,C0854,2024/08/27,485980.36,Shipped
OR3387,C0287,2024/12/25,20548.82,Confirmed 
OR3388,C1587,2025/05/05,102644.66,Pending
OR3389,C0451,2024/08/17,8649.70,Return
OR339,C0181,2024/06/29,152896.10,Partially Shipped
OR3390,C0317,2024/10/02,4598.12,Partially Delivered
OR3391,C0745,2023/07/21,4925.76,Refunded
OR3392,C0070,2024/11/21,46608.82,Partially Delivered
OR3393,C1888,2022/11/16,5001.14,Refunded
OR3394,C0419,2025/03/09,151779.68,Out for Delivery
OR3395,C0009,2025/04/17,39350.46,Cancelled
OR3396,C1980,2023/03/14,165015.68,Out for Delivery
OR3397,C1764,2023/04/27,1532.82,Pending
OR3398,C1893,2023/10/03,9019.28,Processing
OR3399,C1734,2022/04/25,120696.12,Refunded
OR34,C1110,2022/09/16,46765.10,Processing
OR340,C0709,2024/09/18,1660.33,Delivered
OR3400,C0111,2023/04/27,25639.17,Failed
OR3401,C0850,2024/09/19,4245.64,Cancelled
OR3402,C0661,2023/12/03,502.88,Shipped
OR3403,C0844,2024/01/19,20758.56,Partially Delivered
OR3404,C1762,2024/09/16,7825.94,Partially Delivered
OR3405,C0519,2024/04/07,50334.72,Pending
OR3406,C0844,2022/03/29,2829.64,Delivered
OR3407,C0179,2024/10/20,12619.84,Partially Delivered
OR3408,C0222,2022/10/14,219608.26,Partially Delivered
OR3409,C0737,2025/06/18,168706.44,Delivered
OR341,C0177,2022/12/06,87847.60,Failed
OR3410,C0498,2023/06/24,1243.20,Failed
OR3411,C0657,2023/11/02,123267.84,Out for Delivery
OR3412,C0293,2022/05/26,69969.28,Out for Delivery
OR3413,C0146,2023/05/26,301600.45,Cancelled
OR3414,C0653,2023/03/01,87505.34,Shipped
OR3415,C1646,2024/01/31,4835.64,Failed
OR3416,C1904,2024/06/14,705.64,Processing
OR3417,C0956,2024/10/15,126057.06,Partially Shipped
OR3418,C0869,2024/04/15,816496.60,Refunded
OR3419,C0523,2024/03/07,823.64,Partially Delivered
OR342,C0795,2022/05/13,352.82,Return
OR3420,C0554,2024/12/18,9770.07,Out for Delivery
OR3421,C0317,2022/01/29,28787.20,Return
OR3422,C0544,2024/10/06,168.00,Return
OR3423,C0281,2022/10/09,11084.64,Confirmed 
OR3424,C0610,2025/01/26,73154.10,Return
OR3425,C1888,2022/01/05,3188.70,Confirmed 
OR3426,C1236,2022/09/10,1649.64,Refunded
OR3427,C1516,2022/10/11,72446.10,Refunded
OR3428,C0818,2024/04/13,558.88,Out for Delivery
OR3429,C0313,2022/03/11,3852.49,Cancelled
OR343,C0229,2025/05/11,15194.78,Shipped
OR3430,C0732,2024/01/31,85665.54,Confirmed 
OR3431,C1516,2023/08/01,5265.28,Delivered
OR3432,C0160,2023/06/24,156688.00,Out for Delivery
OR3433,C1656,2024/04/04,279660.00,Return
OR3434,C0018,2023/04/25,160239.28,Return
OR3435,C0305,2024/01/23,32126.57,Return
OR3436,C0533,2024/08/08,196298.31,Cancelled
OR3437,C0927,2024/05/14,14075.84,Partially Shipped
OR3438,C0417,2022/08/19,110.88,Partially Delivered
OR3439,C1765,2023/12/05,23451.00,Partially Delivered
OR344,C0133,2022/12/03,6961.31,On Hold
OR3440,C1676,2022/01/27,78288.00,Partially Delivered
OR3441,C1819,2025/06/09,2462.88,Delivered
OR3442,C0093,2024/12/24,18520.10,Return
OR3443,C0663,2025/06/22,1800.82,Failed
OR3444,C1918,2023/04/04,881.46,Partially Delivered
OR3445,C1936,2025/02/08,66080.00,Partially Shipped
OR3446,C1924,2023/12/07,3603.97,Pending
OR3447,C0953,2024/12/10,319.20,Delivered
OR3448,C1575,2022/11/09,6717.74,Delivered
OR3449,C0734,2024/04/11,10241.28,Out for Delivery
OR345,C0636,2022/08/15,23006.46,Out for Delivery
OR3450,C0042,2022/03/06,89792.64,Confirmed 
OR3451,C0247,2022/04/22,9505.84,Return
OR3452,C0256,2025/03/28,166582.92,Pending
OR3453,C0906,2023/06/18,155907.03,Refunded
OR3454,C1318,2022/04/19,2948.82,Processing
OR3455,C0983,2022/10/17,39712.18,Pending
OR3456,C0617,2023/06/15,2237.76,Failed
OR3457,C0694,2022/08/19,25600.10,Partially Shipped
OR3458,C0231,2025/05/20,13771.12,Partially Shipped
OR3459,C0184,2023/03/24,11140.52,Processing
OR346,C0085,2022/12/20,139686.81,Partially Shipped
OR3460,C0775,2024/03/28,14361.07,Pending
OR3461,C0054,2024/01/05,11012.36,Pending
OR3462,C0502,2023/08/26,53096.46,On Hold
OR3463,C0016,2025/04/16,1975.32,Delivered
OR3464,C0348,2025/02/05,13667.58,Pending
OR3465,C0393,2024/11/07,102660.00,On Hold
OR3466,C0872,2024/08/13,1578.84,Failed
OR3467,C1946,2025/03/02,551.25,Delivered
OR3468,C1769,2022/12/29,6747.34,Confirmed 
OR3469,C0213,2022/10/01,13355.09,Cancelled
OR347,C0749,2023/10/07,378537.60,Failed
OR3470,C1839,2025/05/30,4923.52,Failed
OR3471,C1804,2023/01/16,155618.90,Return
OR3472,C1673,2022/08/08,24064.42,Cancelled
OR3473,C0737,2023/07/14,8273.10,Pending
OR3474,C0593,2023/08/17,72786.06,Partially Delivered
OR3475,C1123,2022/12/11,6958.46,Confirmed 
OR3476,C0599,2023/01/12,123546.00,On Hold
OR3477,C0358,2024/06/21,20547.46,Cancelled
OR3478,C0106,2022/03/23,3063.28,Delivered
OR3479,C0971,2024/09/12,5575.78,Confirmed 
OR348,C1300,2023/04/07,128011.66,Delivered
OR3480,C0633,2025/04/02,106570.24,Cancelled
OR3481,C1824,2025/01/06,5239.39,Refunded
OR3482,C0551,2022/10/30,2869.27,Out for Delivery
OR3483,C0270,2022/04/26,192533.91,Partially Shipped
OR3484,C1771,2023/02/15,76732.08,Processing
OR3485,C0774,2025/03/20,6109.64,Partially Shipped
OR3486,C0320,2022/01/25,4843.30,Partially Shipped
OR3487,C0868,2023/09/16,29447.40,Out for Delivery
OR3488,C0290,2023/12/06,2593.64,Processing
OR3489,C1950,2023/02/10,13462.04,Failed
OR349,C0872,2023/03/17,61942.92,Partially Shipped
OR3490,C0960,2024/07/20,16776.85,Refunded
OR3491,C1230,2023/06/17,138331.34,Refunded
OR3492,C1785,2024/04/24,26546.46,Cancelled
OR3493,C0777,2024/07/18,28998.53,Failed
OR3494,C0054,2024/08/18,1766.46,Confirmed 
OR3495,C1522,2022/03/15,99118.82,Processing
OR3496,C0360,2023/07/22,169554.20,Confirmed 
OR3497,C1563,2022/06/03,110205.68,Pending
OR3498,C0572,2025/05/31,11927.46,Out for Delivery
OR3499,C1492,2024/11/09,86938.86,Processing
OR35,C0028,2025/01/01,139841.23,Processing
OR350,C0465,2022/09/18,69733.28,Out for Delivery
OR3500,C0245,2023/01/31,30973.18,Pending
OR3501,C0147,2025/05/28,226739.15,Shipped
OR3502,C0721,2022/05/24,8258.82,Confirmed 
OR3503,C0178,2022/11/19,1656.32,On Hold
OR3504,C0563,2022/10/03,1257.90,Partially Delivered
OR3505,C0028,2023/09/09,266668.20,Cancelled
OR3506,C0451,2022/03/15,2013.76,Refunded
OR3507,C0433,2023/12/04,15103.40,Refunded
OR3508,C1968,2023/05/12,225566.91,On Hold
OR3509,C0661,2022/11/06,170662.60,Processing
OR351,C0123,2024/09/08,110561.28,Processing
OR3510,C1524,2025/04/16,103123.04,Delivered
OR3511,C0848,2023/01/27,2948.82,Cancelled
OR3512,C0762,2023/09/09,3323.76,Processing
OR3513,C1122,2023/06/15,11797.64,Cancelled
OR3514,C0907,2023/12/29,3549.46,Cancelled
OR3515,C0234,2024/06/24,22679.60,Shipped
OR3516,C0442,2023/04/03,704.48,Return
OR3517,C1853,2024/10/04,20058.82,Confirmed 
OR3518,C0638,2024/01/25,14156.46,Partially Delivered
OR3519,C0856,2024/04/15,16831.22,Return
OR352,C0105,2023/11/14,1291481.56,Pending
OR3520,C0666,2022/06/07,23900.80,Delivered
OR3521,C0351,2025/04/21,5302.92,Confirmed 
OR3522,C1246,2024/11/06,6107.34,Delivered
OR3523,C0972,2022/06/26,699.00,Confirmed 
OR3524,C1823,2025/02/27,2240.82,Partially Delivered
OR3525,C0858,2022/12/25,15270.32,Return
OR3526,C0454,2022/09/30,24696.70,Pending
OR3527,C1693,2023/04/15,8387.18,Shipped
OR3528,C0311,2022/02/20,469.35,Pending
OR3529,C0161,2022/08/18,4481.64,Partially Shipped
OR353,C0521,2024/05/01,17974.53,Cancelled
OR3530,C1908,2024/05/16,14156.46,Partially Shipped
OR3531,C0304,2024/02/23,27854.12,Shipped
OR3532,C0961,2023/11/27,82423.94,Delivered
OR3533,C0454,2023/09/02,19470.22,Cancelled
OR3534,C0464,2024/09/01,941.64,Shipped
OR3535,C0314,2024/02/23,327651.20,Shipped
OR3536,C1876,2025/04/10,243525.24,Shipped
OR3537,C0398,2024/06/14,2120.46,Pending
OR3538,C0995,2024/03/20,23597.64,On Hold
OR3539,C0067,2024/07/28,9261.28,Pending
OR354,C0264,2024/02/01,6227.46,Cancelled
OR3540,C0698,2022/08/01,122382.36,Shipped
OR3541,C0415,2022/08/29,4259.08,Pending
OR3542,C0683,2025/06/02,293.82,On Hold
OR3543,C1833,2022/02/10,65917.94,Return
OR3544,C1560,2023/06/11,7668.82,Cancelled
OR3545,C0692,2023/03/14,2712.82,Return
OR3546,C0883,2022/12/17,9791.64,Shipped
OR3547,C0037,2024/09/30,18428.92,Delivered
OR3548,C0163,2022/09/03,3536.46,Cancelled
OR3549,C0720,2025/05/10,186853.35,Processing
OR355,C0022,2025/02/04,105737.87,Partially Delivered
OR3550,C0977,2024/11/11,63345.00,Delivered
OR3551,C0843,2025/03/15,82885.04,Refunded
OR3552,C1101,2024/09/26,14156.46,Partially Delivered
OR3553,C0371,2024/07/11,250193.98,Failed
OR3554,C0546,2022/09/27,5102.73,Cancelled
OR3555,C0362,2022/01/02,7077.64,Shipped
OR3556,C0275,2022/03/12,12839.39,Shipped
OR3557,C0320,2023/08/09,4213.70,Pending
OR3558,C1804,2025/02/20,4650.41,Partially Shipped
OR3559,C0276,2023/05/13,5287.66,Pending
OR356,C1047,2024/08/27,208221.77,Delivered
OR3560,C0456,2024/01/17,2819.90,Partially Shipped
OR3561,C1573,2023/03/11,1676.64,Refunded
OR3562,C0628,2024/09/23,204149.68,On Hold
OR3563,C0703,2022/07/10,3634.14,Partially Shipped
OR3564,C1640,2024/06/30,228.90,Return
OR3565,C0474,2024/01/12,1531.64,Delivered
OR3566,C0528,2023/11/21,2082.28,Partially Shipped
OR3567,C0307,2022/02/10,3146.85,Pending
OR3568,C1525,2023/06/25,74304.60,Failed
OR3569,C0228,2024/12/25,2349.76,Pending
OR357,C0164,2023/01/31,2829.64,Out for Delivery
OR3570,C1041,2025/06/06,68121.99,Cancelled
OR3571,C0575,2025/04/19,361086.73,Pending
OR3572,C0525,2022/08/29,2347.52,Pending
OR3573,C0297,2025/03/14,4478.88,On Hold
OR3574,C0289,2022/06/26,3024.00,On Hold
OR3575,C0097,2022/05/22,81383.42,On Hold
OR3576,C1829,2025/05/24,15674.40,Refunded
OR3577,C0153,2024/02/11,55893.52,Pending
OR3578,C0419,2025/03/09,7723.97,On Hold
OR3579,C0072,2023/07/03,41298.82,On Hold
OR358,C1534,2022/09/13,35031.15,Shipped
OR3580,C0188,2023/04/09,16070.16,Processing
OR3581,C1845,2023/10/05,21274.40,Out for Delivery
OR3582,C0475,2023/11/06,3146.85,Refunded
OR3583,C0710,2022/08/25,2712.82,Shipped
OR3584,C0618,2024/02/26,4376.33,Return
OR3585,C0903,2023/06/15,2694.44,Delivered
OR3586,C0833,2024/02/18,681.45,Delivered
OR3587,C1261,2024/10/31,166328.55,Pending
OR3588,C1665,2023/10/11,21983.02,Cancelled
OR3589,C0037,2024/03/31,10301.47,Out for Delivery
OR359,C1804,2024/11/28,332883.06,Refunded
OR3590,C0732,2024/11/27,10583.49,Refunded
OR3591,C0094,2024/12/10,17916.86,Return
OR3592,C0288,2022/05/11,57656.16,Out for Delivery
OR3593,C1088,2022/02/14,40292.73,Failed
OR3594,C0597,2022/08/12,4341.62,Partially Delivered
OR3595,C0949,2025/01/30,48743.28,Processing
OR3596,C0189,2025/06/10,24355.40,Partially Shipped
OR3597,C0921,2023/10/09,1296.82,Delivered
OR3598,C1917,2022/09/26,1885.64,Out for Delivery
OR3599,C0076,2023/10/01,90233.37,Delivered
OR36,C0479,2023/03/13,1099.00,Failed
OR360,C0688,2023/11/06,418.95,On Hold
OR3600,C0507,2022/07/29,3086.91,Pending
OR3601,C0380,2023/12/23,6488.82,On Hold
OR3602,C1852,2023/07/17,60176.46,Pending
OR3603,C1736,2024/03/14,777895.34,Cancelled
OR3604,C1599,2024/04/26,127436.46,Cancelled
OR3605,C0004,2023/08/05,37010.90,On Hold
OR3606,C1396,2023/12/14,369.60,Out for Delivery
OR3607,C1447,2025/05/27,8493.64,Refunded
OR3608,C1880,2024/09/12,12991.65,Shipped
OR3609,C0758,2024/10/25,27693.45,Pending
OR361,C1220,2023/05/07,3147.90,Failed
OR3610,C0549,2024/12/03,13470.88,Shipped
OR3611,C1616,2022/05/07,12310.49,Partially Shipped
OR3612,C0894,2023/01/17,627.90,Delivered
OR3613,C0242,2025/05/13,99368.24,Pending
OR3614,C0861,2023/05/12,9427.40,Processing
OR3615,C1279,2025/01/06,468.30,Refunded
OR3616,C1749,2024/04/13,61940.84,Confirmed 
OR3617,C0390,2024/09/20,8255.28,Partially Shipped
OR3618,C0404,2023/09/04,67413.40,Refunded
OR3619,C0891,2024/02/10,3182.46,Return
OR362,C0244,2023/05/14,49468.45,Cancelled
OR3620,C0530,2023/11/07,941.64,Confirmed 
OR3621,C0515,2022/03/10,377976.42,Out for Delivery
OR3622,C0575,2024/11/23,33641.80,Cancelled
OR3623,C0818,2025/01/31,295400.84,Return
OR3624,C0165,2022/07/06,107106.24,Out for Delivery
OR3625,C0097,2024/12/26,4925.76,Processing
OR3626,C0253,2022/04/09,7052.64,Return
OR3627,C0852,2023/06/10,13676.58,Pending
OR3628,C1543,2025/03/07,4028.64,Partially Delivered
OR3629,C1404,2023/07/30,168028.46,Shipped
OR363,C1078,2022/10/18,203065.50,Shipped
OR3630,C0856,2022/05/15,8421.66,Processing
OR3631,C1579,2023/11/15,213144.27,Out for Delivery
OR3632,C1935,2023/05/29,54277.64,Delivered
OR3633,C0255,2023/03/23,5721.82,On Hold
OR3634,C0194,2024/12/23,8848.82,On Hold
OR3635,C1361,2022/11/16,3704.91,Processing
OR3636,C1199,2024/05/19,6388.13,Shipped
OR3637,C0562,2024/05/04,29860.34,Return
OR3638,C0261,2024/05/11,14928.13,Failed
OR3639,C0049,2025/01/22,15270.49,Delivered
OR364,C0360,2023/06/16,76423.96,Confirmed 
OR3640,C1238,2024/08/06,8938.34,Processing
OR3641,C0559,2025/05/18,40117.64,Pending
OR3642,C0147,2024/10/23,941.64,Refunded
OR3643,C1294,2025/03/28,13566.46,Partially Delivered
OR3644,C0308,2023/06/28,7076.46,Partially Shipped
OR3645,C1190,2024/07/24,839.23,Delivered
OR3646,C0348,2022/11/06,2764.74,Failed
OR3647,C0442,2022/09/19,7359.66,Pending
OR3648,C1583,2022/03/04,4366.26,Out for Delivery
OR3649,C0526,2023/09/04,273.00,Shipped
OR365,C1538,2024/11/08,6380.64,Partially Delivered
OR3650,C0533,2025/06/29,27264.37,Cancelled
OR3651,C0084,2023/08/27,10179.14,Cancelled
OR3652,C1659,2022/01/05,198.24,Pending
OR3653,C1009,2023/06/05,6154.88,Pending
OR3654,C0063,2023/11/19,12427.69,Failed
OR3655,C0767,2022/05/11,588.82,Failed
OR3656,C0353,2023/10/01,840.00,Shipped
OR3657,C1559,2023/12/09,1296.54,On Hold
OR3658,C0471,2023/01/26,2798.88,Delivered
OR3659,C0578,2024/11/07,2727.90,Partially Delivered
OR366,C0613,2024/06/25,2237.76,Partially Shipped
OR3660,C1864,2024/09/20,782.88,Return
OR3661,C0848,2025/02/27,238299.19,Cancelled
OR3662,C0747,2024/02/11,17225.64,Partially Shipped
OR3663,C1415,2024/01/01,52386.12,Confirmed 
OR3664,C0142,2023/04/09,130547.10,Shipped
OR3665,C0842,2024/10/21,1676.64,Refunded
OR3666,C1809,2022/10/19,13332.82,Shipped
OR3667,C0295,2025/01/15,22415.28,Refunded
OR3668,C0738,2025/02/23,2463.84,Partially Delivered
OR3669,C0679,2023/01/16,66890.46,On Hold
OR367,C0410,2024/03/31,116408.38,Cancelled
OR3670,C1731,2023/03/26,443367.40,Refunded
OR3671,C0915,2023/05/07,97914.04,Shipped
OR3672,C0103,2022/07/06,861.40,On Hold
OR3673,C0268,2023/01/20,222946.08,Confirmed 
OR3674,C0869,2024/06/14,3524.64,Partially Delivered
OR3675,C0657,2023/09/23,17134.01,Partially Delivered
OR3676,C0007,2023/05/18,2011.70,Out for Delivery
OR3677,C0558,2024/06/04,7751.42,Refunded
OR3678,C1785,2024/02/09,55509.64,Delivered
OR3679,C0878,2022/02/03,4457.25,Shipped
OR368,C1672,2025/03/06,136159.73,Return
OR3680,C0370,2024/06/01,235856.98,Delivered
OR3681,C1940,2025/05/07,180648.09,Delivered
OR3682,C1258,2024/07/08,57230.14,Failed
OR3683,C0820,2022/07/11,325097.82,Pending
OR3684,C1377,2022/12/18,41856.58,Refunded
OR3685,C1876,2025/05/20,144853.97,Return
OR3686,C0582,2023/02/18,3302.82,Out for Delivery
OR3687,C0895,2022/11/24,22408.20,Partially Shipped
OR3688,C0505,2023/10/24,11193.23,On Hold
OR3689,C0629,2023/06/17,850.50,Cancelled
OR369,C0747,2023/02/06,10298.97,Pending
OR3690,C0492,2024/08/01,40396.22,Out for Delivery
OR3691,C0124,2024/01/06,65022.57,Partially Delivered
OR3692,C0509,2024/01/14,12504.46,Partially Shipped
OR3693,C1818,2024/10/25,16763.70,Delivered
OR3694,C0173,2025/06/30,13497.70,Partially Delivered
OR3695,C1188,2024/09/05,2710.46,Refunded
